run_id,task_id,step_idx,dataset,model,in_matrix,action_parsed,y_env,y_env_source,y_env_conflict,y_tier_a,A1,A2,A3,A4,tier_a_rules,y_tier_b,b_reason,plan_len_before,plan_len_after,replay_diverged,y_suffix,y_ensemble,judge_frac_correct,judge_n_valid,judge_present,labelable_env,unlabelable_reason,U_verbalized,in_admissible,obs_changed,loop_flag,skip_reasons,episode_present,episode_success,terminal_reason,episode_em,episode_f1,productive
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,43,alfworld,Llama-3.3-70B-Instruct,1,go to coffeetable 1,1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.05,False,True,False,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,44,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.2,True,True,True,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,45,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.2,True,False,True,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,46,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.2,True,False,True,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,47,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.2,True,False,True,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,48,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.1,True,False,True,,1,0,step_cap,,,0
entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,49,alfworld,Llama-3.3-70B-Instruct,1,examine coffeetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,1,1,0.0,3,1,1,,0.2,True,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,1,alfworld,Llama-3.3-70B-Instruct,1,go to drawer 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,2,alfworld,Llama-3.3-70B-Instruct,1,open drawer 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.0,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,3,alfworld,Llama-3.3-70B-Instruct,1,inventory,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,4,alfworld,Llama-3.3-70B-Instruct,1,go to countertop 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,5,alfworld,Llama-3.3-70B-Instruct,1,take spatula 1 from countertop 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.0,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,6,alfworld,Llama-3.3-70B-Instruct,1,move spatula 1 to drawer 1,1,tier_a,0,1,1,0,0,0,A1_inadmissible,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,True,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,7,alfworld,Llama-3.3-70B-Instruct,1,put spatula 1 in drawer 1,1,tier_a,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,,plan_timeout,,,0,0,,0.3333333333333333,3,1,1,,0.2,False,False,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,8,alfworld,Llama-3.3-70B-Instruct,1,examine countertop 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,1,0.0,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,9,alfworld,Llama-3.3-70B-Instruct,1,examine spatula 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,1,0.0,3,1,0,plan_timeout,0.4,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,10,alfworld,Llama-3.3-70B-Instruct,1,inventory,,,0,,0,0,0,0,,,plan_timeout,,,0,0,,0.3333333333333333,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,11,alfworld,Llama-3.3-70B-Instruct,1,put spatula 1 in drawer 1,1,tier_a,0,1,1,0,1,0,A1_inadmissible|A3_exact_repeat,,plan_timeout,,,0,0,,0.3333333333333333,3,1,1,,0.2,False,True,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,12,alfworld,Llama-3.3-70B-Instruct,1,go to countertop 1,1,tier_a,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.8,False,False,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,13,alfworld,Llama-3.3-70B-Instruct,1,examine countertop 2,1,tier_a,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,14,alfworld,Llama-3.3-70B-Instruct,1,go to countertop 2,,,0,,0,0,0,0,,,plan_timeout,,,0,0,0,1.0,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,15,alfworld,Llama-3.3-70B-Instruct,1,examine countertop 2,,,0,,0,0,0,0,,,plan_timeout,,,0,0,,0.3333333333333333,3,1,0,plan_timeout,0.2,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,16,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,0,0,0,A1_inadmissible,,plan_timeout,,,0,0,0,1.0,3,1,1,,0.1,False,True,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,17,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,18,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,19,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,20,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,21,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,22,alfworld,Llama-3.3-70B-Instruct,1,examine spatula 2,1,tier_a,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,,plan_timeout,,,0,0,1,0.0,3,1,1,,0.2,False,False,False,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,23,alfworld,Llama-3.3-70B-Instruct,1,go to countertop 1,,,0,,0,0,0,0,,,plan_timeout,,,0,0,1,0.0,3,1,0,plan_timeout,0.4,True,True,False,,1,0,step_cap,,,1
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,24,alfworld,Llama-3.3-70B-Instruct,1,go to countertop 2,1,tier_a,0,1,0,0,1,0,A3_exact_repeat,,plan_timeout,,,0,1,1,0.0,3,1,1,,0.0,True,True,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,25,alfworld,Llama-3.3-70B-Instruct,1,examine spatula 2,1,tier_a,0,1,1,0,1,0,A1_inadmissible|A3_exact_repeat,,plan_timeout,,,0,1,1,0.0,3,1,1,,0.2,False,True,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,26,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,,plan_timeout,,,0,1,1,0.0,3,1,1,,0.8,False,False,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,27,alfworld,Llama-3.3-70B-Instruct,1,examine spatula 1,1,tier_a,0,1,0,0,1,0,A3_exact_repeat,,plan_timeout,,,0,1,1,0.0,3,1,1,,0.2,True,True,True,,1,0,step_cap,,,0
entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,28,alfworld,Llama-3.3-70B-Instruct,1,take spatula 2 from countertop 2,1,tier_a,0,1,1,0,1,0,A1_inadmissible|A3_exact_repeat,,plan_timeout,,,0,1,1,0.0,3,1,1,,0.8,False,True,True,,1,0,step_cap,,,0
