dataset,model,in_matrix,run_id,task_id,step_idx,action_parsed,A1,A2,A3,A4,tier_a_rules,y_tier_a,in_admissible,obs_changed,loop_flag,skip_reasons,U_verbalized,judge_present,judge_n_valid,judge_frac_correct,y_ensemble,episode_present,episode_success,terminal_reason,episode_em,episode_f1,productive,y_suffix
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,5,go to drawer 1,0,0,0,0,,,True,True,False,,0.4,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,6,open drawer 1,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,7,go to drawer 2,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,8,open drawer 2,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,9,go to drawer 3,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,10,open drawer 3,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,11,open drawer 4,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,12,go to drawer 5,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,13,open drawer 5,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,14,go to drawer 6,1,0,0,0,A1_inadmissible,1,False,True,False,,0.2,1,3,0.6666666666666666,,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,15,open drawer 6,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,16,go to drawer 7,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,17,open drawer 7,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,18,go to sidetable 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,19,go to sidetable 2,0,0,0,0,,,True,True,False,,0.4,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,20,go to sidetable 3,0,0,0,0,,,True,True,False,,0.4,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,21,examine sidetable 3,0,0,0,0,,,True,True,False,,0.4,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,22,inventory,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.5,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,23,take creditcard 3 from sidetable 3,0,0,0,0,,,True,True,False,,0.8,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,24,move creditcard 3 to sidetable 3,0,0,0,0,,,True,True,False,,0.8,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,25,go to sofa 1,0,0,0,0,,,True,True,False,,0.4,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,26,examine sofa 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,27,take box 1 from sofa 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,28,examine box 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.6666666666666666,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,29,go to armchair 1,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,30,examine box 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,31,examine armchair 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,32,examine armchair 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,33,examine box 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,34,examine armchair 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,35,go to sofa 2,0,0,0,0,,,True,True,False,,0.5,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,36,examine sofa 2,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,37,go to coffeetable 1,0,0,0,0,,,True,True,False,,0.4,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,38,examine coffeetable 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,39,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,40,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,41,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,42,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,43,go to coffeetable 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.05,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,44,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,45,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,46,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,47,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,48,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.1,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_and_place_simple-Watch-None-SideTable-222/trial_T20190909_051813_197569,49,examine coffeetable 1,0,0,1,0,A3_exact_repeat,1,True,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,1,go to drawer 1,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,2,open drawer 1,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,3,inventory,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,4,go to countertop 1,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,5,take spatula 1 from countertop 1,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,6,move spatula 1 to drawer 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,7,put spatula 1 in drawer 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,8,examine countertop 1,0,0,0,0,,,True,True,False,,0.2,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,9,examine spatula 1,0,0,0,0,,,True,True,False,,0.4,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,10,inventory,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,11,put spatula 1 in drawer 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,12,go to countertop 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.8,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,13,examine countertop 2,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,14,go to countertop 2,0,0,0,0,,,True,True,False,,0.2,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,15,examine countertop 2,0,0,0,0,,,True,True,False,,0.2,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,16,take spatula 2 from countertop 2,1,0,0,0,A1_inadmissible,1,False,True,False,,0.1,1,3,1.0,0,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,17,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,18,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,19,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,20,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,21,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,22,examine spatula 2,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.2,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,23,go to countertop 1,0,0,0,0,,,True,True,False,,0.4,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,24,go to countertop 2,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,25,examine spatula 2,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,26,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,27,examine spatula 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,28,take spatula 2 from countertop 2,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,29,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,30,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,31,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,32,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,33,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,34,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.4,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,35,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,36,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,37,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,38,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,39,put spatula 1 in drawer 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,40,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,41,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.8,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,42,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,43,take spatula 2 from countertop 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.2,1,3,0.0,1,1,0,step_cap,,,0,1
alfworld,Llama-3.3-70B-Instruct,1,entangled_l70,pick_two_obj_and_place-Spatula-None-Drawer-13/trial_T20190908_183331_203888,44,examine spatula 2,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.4,1,3,0.0,1,1,0,step_cap,,,0,1
