dataset,target,assessor,arm,scope,n,auroc
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,3981,0.679986
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,3981,0.664320
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,3981,0.655584
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,4349,0.668698
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,4024,0.694970
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,4024,0.657886
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,4024,0.656814
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3252,0.671244
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,3110,0.698198
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,3110,0.682151
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,3110,0.686896
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,3252,0.637319
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,3110,0.682617
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,3110,0.664884
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,3110,0.680464
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,3252,0.659418
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,3110,0.719016
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,3110,0.680712
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,3110,0.608325
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,3252,0.709413
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,3110,0.727907
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,3110,0.717562
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,3110,0.692000
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,3252,0.479915
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,3110,0.599380
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,3110,0.559833
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,3110,0.538108
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3025,0.649140
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-action,3016,0.727548
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-mean,3016,0.691875
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-true,3016,0.707873
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,3025,0.620511
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,3016,0.688292
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-mean,3016,0.666228
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-true,3016,0.722179
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-thought,3025,0.712832
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-action,3016,0.760535
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-mean,3016,0.735647
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-true,3016,0.685292
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-thought,3025,0.699210
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-action,3016,0.777518
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-mean,3016,0.745261
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-true,3016,0.725978
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-thought,3025,0.702914
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-action,3016,0.729973
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-mean,3016,0.717953
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-true,2150,0.713018
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-thought,3025,0.423859
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-action,3016,0.625922
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-mean,3016,0.550599
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-true,3016,0.512020
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,6730,0.591424
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,6730,0.697105
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,6730,0.651590
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,6730,0.678703
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,6730,0.657015
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,6730,0.658677
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,6730,0.628430
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,6730,0.732619
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,6730,0.637858
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,6730,0.635363
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,6730,0.639744
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,6730,0.537549
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,6730,0.644441
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,6730,0.779715
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,6730,0.718788
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,6730,0.723780
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,6730,0.465205
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,6730,0.612170
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,6730,0.522324
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,6730,0.440349
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-thought,1163,0.736163
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-action,1163,0.755906
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-mean,1163,0.764061
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-true,1163,0.804069
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,1163,0.827615
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,1163,0.793248
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,1163,0.817567
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,1163,0.871229
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-thought,1163,0.891589
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-action,1163,0.838531
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-mean,1163,0.871291
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-true,1163,0.883540
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,1163,0.754288
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,1163,0.854163
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-mean,1163,0.823761
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-true,1163,0.868899
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-thought,1163,0.715165
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-action,1163,0.241529
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-mean,1163,0.427860
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-true,1163,0.682792
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2375,0.818755
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-action,2375,0.951424
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-mean,2375,0.925056
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-true,2375,0.961948
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-thought,2375,0.887151
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-action,2375,0.888484
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-mean,2375,0.904409
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-true,2375,0.931818
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-thought,2375,0.934086
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-action,2375,0.888978
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-mean,2375,0.922655
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-true,2375,0.924082
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-thought,2375,0.848792
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-action,2375,0.966789
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-mean,2375,0.943809
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-true,2375,0.964949
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-thought,2375,0.808432
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-action,2375,0.251107
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-mean,2375,0.552804
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-true,2375,0.667454
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-thought,1885,0.670970
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-action,1885,0.843100
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-mean,1885,0.803091
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-true,1885,0.816128
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,1885,0.809739
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,1885,0.691644
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,1885,0.724403
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,1885,0.840413
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-thought,1885,0.883702
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-action,1885,0.760018
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-mean,1885,0.834501
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-true,1885,0.863217
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,1885,0.694951
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,1885,0.910872
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-mean,1885,0.831752
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-true,1885,0.883181
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-thought,1885,0.727026
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-action,1885,0.244870
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-mean,1885,0.406721
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-true,1885,0.634735
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-thought,1483,0.883084
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,1375,0.831025
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,1375,0.873368
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,1375,0.857330
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,1389,0.894228
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,1309,0.832049
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,1309,0.887609
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,1309,0.860161
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,1156,0.783717
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,1114,0.788959
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,1114,0.799628
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,1114,0.860126
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,1156,0.873418
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,1114,0.862157
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,1114,0.891783
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,1114,0.898941
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,1156,0.923534
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,1114,0.893906
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,1114,0.914487
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,1114,0.915084
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,1156,0.843355
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,1114,0.862585
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,1114,0.864728
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,1114,0.882942
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,1156,0.852536
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,1114,0.186990
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,1114,0.555787
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,1114,0.753909
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,1658,0.749122
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,1658,0.831938
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,1658,0.817729
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,1658,0.824794
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,1658,0.848097
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,1658,0.862650
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,1658,0.878196
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,1658,0.907442
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,1658,0.945684
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,1658,0.881311
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,1658,0.924956
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,1658,0.941680
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,1658,0.856272
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,1658,0.922074
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,1658,0.909889
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,1658,0.910907
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,1658,0.841388
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,1658,0.327501
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,1658,0.634342
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,1658,0.797866
