dataset,target,assessor,arm,scope,n,auroc
alfworld,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-action,6482,0.775744
alfworld,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-mean,6482,0.736238
alfworld,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-true,6482,0.741357
alfworld,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-thought,6482,0.571293
alfworld,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-action,6482,0.597878
alfworld,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-mean,6482,0.585472
alfworld,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-true,6482,0.588136
alfworld,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-thought,6482,0.593568
alfworld,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-action,6482,0.597217
alfworld,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-mean,6482,0.603726
alfworld,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-true,6482,0.557678
alfworld,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-thought,6482,0.675847
alfworld,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-action,6482,0.776945
alfworld,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-mean,6482,0.748967
alfworld,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-true,6482,0.757366
alfworld,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-thought,6482,0.521193
alfworld,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-action,6482,0.567036
alfworld,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-mean,6482,0.545164
alfworld,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-true,6482,0.515502
alfworld,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-thought,6611,0.534524
alfworld,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-action,6604,0.641271
alfworld,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-mean,6604,0.589569
alfworld,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-true,6604,0.625638
alfworld,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,6611,0.514362
alfworld,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,6604,0.541672
alfworld,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,6604,0.517175
alfworld,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,6604,0.555089
alfworld,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-thought,6611,0.541503
alfworld,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-action,6604,0.559063
alfworld,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-mean,6604,0.553410
alfworld,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-true,6604,0.519287
alfworld,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,6611,0.559011
alfworld,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,6604,0.646926
alfworld,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-mean,6604,0.604387
alfworld,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-true,6604,0.620931
alfworld,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-thought,6611,0.529751
alfworld,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-action,6604,0.514265
alfworld,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-mean,6604,0.514058
alfworld,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-true,6604,0.484964
alfworld,Qwen3.5-27B,Qwen3.5-27B,self,SPLIT-thought,3445,0.752112
alfworld,Qwen3.5-27B,Qwen3.5-27B,self,SPLIT-action,3241,0.759260
alfworld,Qwen3.5-27B,Qwen3.5-27B,self,AGG-mean,3241,0.744498
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-thought,4602,0.676866
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,4113,0.659857
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,4113,0.648451
alfworld,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,4113,0.641041
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,4590,0.665680
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,4265,0.666865
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,4265,0.647152
alfworld,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,4265,0.640256
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3339,0.664260
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,3197,0.688912
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,3197,0.674429
alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,3197,0.677841
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,3339,0.619108
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,3197,0.658186
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,3197,0.642449
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,3197,0.653406
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,3339,0.648426
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,3197,0.702339
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,3197,0.667410
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,3197,0.600406
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,3339,0.699361
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,3197,0.714179
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,3197,0.705206
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,3197,0.680385
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,3339,0.489739
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,3197,0.596111
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,3197,0.561837
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,3197,0.533644
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3313,0.616638
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-action,3304,0.672509
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-mean,3304,0.651471
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-true,3304,0.658977
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,3313,0.581890
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,3304,0.618767
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-mean,3304,0.608668
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-true,3304,0.620016
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-thought,3313,0.647358
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-action,3304,0.665886
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-mean,3304,0.656033
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-true,3304,0.621409
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-thought,3313,0.675186
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-action,3304,0.715689
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-mean,3304,0.701415
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-true,3304,0.682359
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-thought,3313,0.662758
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-action,3304,0.670695
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-mean,3304,0.669764
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-true,2322,0.619071
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-thought,3313,0.479909
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-action,3304,0.567894
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-mean,3304,0.537099
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-true,3304,0.513300
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,6790,0.623516
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,6790,0.713149
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,6790,0.674502
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,6790,0.697149
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,6790,0.624607
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,6790,0.624220
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,6790,0.601566
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,6790,0.674096
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,6790,0.591347
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,6790,0.609382
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,6790,0.598597
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,6790,0.518425
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,6790,0.644025
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,6790,0.762650
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,6790,0.705922
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,6790,0.717750
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,6790,0.481015
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,6790,0.583633
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,6790,0.519427
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,6790,0.434261
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-thought,2530,0.661733
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-action,2530,0.744942
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-mean,2530,0.710157
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-true,2530,0.725545
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2530,0.531882
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2530,0.636084
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2530,0.593982
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2530,0.614333
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-thought,2530,0.640849
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-action,2530,0.670119
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-mean,2530,0.666075
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-true,2530,0.639669
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2530,0.681791
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2530,0.742967
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2530,0.726121
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-true,2530,0.726478
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-thought,2530,0.522696
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-action,2530,0.626516
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-mean,2530,0.573514
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-true,2530,0.577377
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3224,0.667032
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-action,3224,0.827632
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-mean,3224,0.771022
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-true,3224,0.795756
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-thought,3224,0.551679
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-action,3224,0.673158
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-mean,3224,0.592108
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-true,3224,0.642653
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-thought,3224,0.556862
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-action,3224,0.645960
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-mean,3224,0.601778
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-true,3224,0.572727
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-thought,3224,0.678541
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-action,3224,0.811991
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-mean,3224,0.770593
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-true,3224,0.784278
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-thought,3224,0.553490
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-action,3224,0.662378
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-mean,3224,0.575820
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-true,3224,0.595759
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2716,0.646183
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-action,2716,0.850989
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-mean,2716,0.785350
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-true,2716,0.804365
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2716,0.530306
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2716,0.668892
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2716,0.583483
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2716,0.611477
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-thought,2716,0.550022
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-action,2716,0.630688
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-mean,2716,0.599406
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-true,2716,0.553529
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2716,0.651714
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2716,0.833828
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2716,0.771969
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-true,2716,0.803548
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-thought,2716,0.528647
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-action,2716,0.730458
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-mean,2716,0.613671
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-true,2716,0.630987
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-thought,2479,0.732229
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,2371,0.798094
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,2371,0.757033
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,2371,0.753659
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,2376,0.746129
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,2296,0.816013
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,2296,0.772213
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,2296,0.782322
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2234,0.718451
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,2192,0.754930
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,2192,0.733683
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,2192,0.740870
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2234,0.554327
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2192,0.676607
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2192,0.605925
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,2192,0.643478
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,2234,0.616031
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,2192,0.678245
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,2192,0.648582
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,2192,0.617489
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,2234,0.753515
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,2192,0.805096
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,2192,0.781895
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,2192,0.781266
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,2234,0.522245
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,2192,0.617099
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,2192,0.524086
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,2192,0.583369
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2565,0.757779
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,2565,0.848341
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,2565,0.820064
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,2565,0.815698
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2565,0.552174
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2565,0.672801
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2565,0.603193
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,2565,0.638739
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,2565,0.618709
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,2565,0.660579
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,2565,0.645336
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,2565,0.600992
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,2565,0.757358
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,2565,0.837312
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,2565,0.814929
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,2565,0.810418
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,2565,0.579058
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,2565,0.681954
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,2565,0.603318
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,2565,0.650993
