dataset,target,assessor,arm,scope,n,auroc
alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,3197,0.573716
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,3197,0.509380
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,3197,0.573389
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,3197,0.539509
alfworld,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,3197,0.448383
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,3197,0.689599
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,3197,0.701588
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,3197,0.708100
alfworld,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,3197,0.696719
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,3197,0.410507
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,3197,0.631630
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,3197,0.584823
alfworld,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,3197,0.571033
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3304,0.811871
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,SPLIT-action,3304,0.858964
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-mean,3304,0.863477
alfworld,deepseek-v4-flash,Llama-3.3-70B-Instruct,cross,AGG-true,3304,0.822623
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,3304,0.560632
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,3304,0.632084
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-mean,3304,0.616817
alfworld,deepseek-v4-flash,Mistral-7B-Instruct-v0.3,cross,AGG-true,3304,0.572836
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-thought,3304,0.531544
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,SPLIT-action,3304,0.544839
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-mean,3304,0.537570
alfworld,deepseek-v4-flash,Phi-4-mini-instruct,cross,AGG-true,3304,0.482951
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-thought,3304,0.829817
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,SPLIT-action,3304,0.849121
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-mean,3304,0.853948
alfworld,deepseek-v4-flash,Qwen3.6-35B-A3B,cross,AGG-true,3304,0.852916
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-thought,3304,0.759995
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,SPLIT-action,3304,0.708576
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-mean,3304,0.742800
alfworld,deepseek-v4-flash,deepseek-v4-flash,self,AGG-true,2322,0.719519
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-thought,3304,0.359122
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,SPLIT-action,3304,0.543392
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-mean,3304,0.494628
alfworld,deepseek-v4-flash,gemma-3-4b-it,cross,AGG-true,3304,0.521797
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,6790,0.772227
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,6790,0.891442
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,6790,0.847094
alfworld,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,6790,0.864704
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,6790,0.653311
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,6790,0.705964
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,6790,0.666011
alfworld,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,6790,0.700039
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,6790,0.607543
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,6790,0.615207
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,6790,0.610911
alfworld,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,6790,0.524145
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,6790,0.773914
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,6790,0.909027
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,6790,0.857074
alfworld,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,6790,0.887160
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,6790,0.459665
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,6790,0.641570
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,6790,0.559185
alfworld,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,6790,0.476891
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-thought,2530,0.713738
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,SPLIT-action,2530,0.819551
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-mean,2530,0.790471
hotpotqa,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,self,AGG-true,2530,0.820256
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2530,0.531310
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2530,0.714377
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2530,0.652368
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2530,0.667895
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-thought,2530,0.625644
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-action,2530,0.718805
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-mean,2530,0.692734
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-true,2530,0.677381
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2530,0.748149
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2530,0.828577
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2530,0.810006
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-true,2530,0.822261
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-thought,2530,0.550709
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-action,2530,0.690606
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-mean,2530,0.603001
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-true,2530,0.645625
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3224,0.718606
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-action,3224,0.881294
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-mean,3224,0.838900
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-true,3224,0.857673
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-thought,3224,0.528183
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-action,3224,0.722529
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-mean,3224,0.601716
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-true,3224,0.668279
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-thought,3224,0.501996
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-action,3224,0.586002
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-mean,3224,0.541269
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-true,3224,0.529694
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-thought,3224,0.736927
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-action,3224,0.850350
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-mean,3224,0.822431
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-true,3224,0.835520
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-thought,3224,0.563733
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-action,3224,0.695986
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-mean,3224,0.590090
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-true,3224,0.643068
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2716,0.726518
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-action,2716,0.927963
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-mean,2716,0.889133
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-true,2716,0.903842
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2716,0.530771
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2716,0.740915
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2716,0.619982
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2716,0.676343
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-thought,2716,0.525313
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-action,2716,0.616472
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-mean,2716,0.576399
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-true,2716,0.550373
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2716,0.732693
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2716,0.922497
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2716,0.866563
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-true,2716,0.903600
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-thought,2716,0.566523
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-action,2716,0.716991
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-mean,2716,0.600277
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-true,2716,0.705190
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-thought,2371,0.757392
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,2371,0.815234
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,2371,0.803423
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,2371,0.792219
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,2286,0.750221
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,2286,0.823404
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,2286,0.792994
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,2286,0.812801
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2192,0.764026
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,2192,0.813704
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,2192,0.791716
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,2192,0.816410
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2192,0.547317
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2192,0.768622
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2192,0.658307
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,2192,0.735824
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,2192,0.607312
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,2192,0.650952
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,2192,0.625470
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,2192,0.592068
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,2192,0.810200
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,2192,0.835696
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,2192,0.838087
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,2192,0.842468
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,2192,0.522077
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,2192,0.662812
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,2192,0.529710
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,2192,0.675826
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2565,0.828041
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,2565,0.931389
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,2565,0.909745
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,2565,0.909763
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2565,0.569932
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2565,0.748860
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2565,0.651477
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,2565,0.704142
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,2565,0.594288
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,2565,0.644328
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,2565,0.623720
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,2565,0.585754
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,2565,0.836269
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,2565,0.927463
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,2565,0.905925
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,2565,0.916458
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,2565,0.603449
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,2565,0.714171
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,2565,0.615527
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,2565,0.725136
